id,label
533,9
534,4
535,9
536,8
537,0
538,2
539,4
540,2
541,5
542,3
543,1
544,4
545,0
546,3
547,2
548,1
549,8
550,6
551,1
552,7
553,2
554,7
555,2
556,6
557,2
558,8
559,3
560,0
561,2
562,6
563,0
564,4
565,7
566,6
567,7
568,0
569,7
570,5
571,7
572,1
573,2
574,9
575,6
576,1
577,4
578,6
579,7
580,0
581,1
582,6
583,6
584,8
585,9
586,8
587,8
588,3
589,9
590,6
591,3
592,5
593,2
594,7
595,7
596,9
597,5
598,4
599,4
600,7
601,2
602,4
603,9
604,7
605,4
606,9
607,1
608,6
609,6
610,6
611,1
612,4
613,9
614,5
615,0
616,0
617,6
618,4
619,8
620,9
621,6
622,9
623,0
624,3
625,4
626,5
627,2
628,8
629,7
630,7
631,6
632,2
633,8
634,3
635,6
636,6
637,7
638,1
639,7
640,0
641,2
642,1
643,4
644,1
645,1
646,4
647,2
648,2
649,3
650,0
651,6
652,3
653,1
654,3
655,1
656,6
657,2
658,9
659,6
660,4
661,3
662,2
663,3
664,2
665,8
666,3
667,9
668,4
669,2
670,8
671,6
672,2
673,8
674,6
675,5
676,5
677,7
678,8
679,2
680,4
681,4
682,0
683,7
684,1
685,3
686,0
687,0
688,3
689,1
690,7
691,8
692,3
693,0
694,1
695,1
696,1
697,5
698,2
699,9
700,6
701,1
702,9
703,7
704,8
705,6
706,4
707,6
708,3
709,6
710,6
711,9
712,9
713,5
714,0
715,8
716,1
717,2
718,7
719,0
720,4
721,8
722,5
723,7
724,0
725,6
726,2
727,2
728,4
729,3
730,8
731,8
732,1
733,0
734,6
735,3
736,4
737,5
738,7
739,4
740,1
741,2
742,9
743,8
744,5
745,7
746,5
747,0
748,8
749,0
750,9
751,2
752,9
753,1
754,4
755,8
756,1
757,3
758,6
759,0
760,2
761,4
762,4
763,5
764,7
765,5
766,9
767,9
768,3
769,3
770,9
771,1
772,3
773,2
774,0
775,8
776,9
777,4
778,2
779,2
780,7
781,1
782,0
783,1
784,1
785,8
786,0
787,7
788,4
789,0
790,8
791,1
792,8
793,9
794,3
795,6
796,0
797,3
798,2
799,8
800,7
801,0
802,8
803,6
804,1
805,0
806,0
807,0
808,9
809,2
810,0
811,0
812,3
813,5
814,4
815,0
816,0
817,0
818,0
819,8
820,1
821,4
822,8
823,8
824,5
825,9
826,2
827,2
828,5
829,7
830,8
831,9
832,0
833,0
834,9
835,3
836,6
837,0
838,5
839,0
840,0
841,9
842,6
843,6
844,8
845,4
846,5
847,3
848,8
849,5
850,6
851,6
852,8
853,0
854,8
855,2
856,3
857,0
858,1
859,8
860,3
861,0
862,0
863,9
864,9
865,6
866,8
867,6
868,7
869,6
870,4
871,0
872,0
873,6
874,1
875,8
876,0
877,8
878,5
879,0
880,5
881,4
882,2
883,3
884,0
885,3
886,2
887,8
888,7
889,3
890,2
891,9
892,1
893,6
894,1
895,9
896,8
897,0
898,8
899,1
900,5
901,0
902,3
903,1
904,3
905,6
906,1
907,6
908,2
909,9
910,2
911,3
912,9
913,7
914,6
915,1
916,4
917,2
918,2
919,5
920,4
921,5
922,3
923,0
924,7
925,4
926,9
927,0
928,8
929,3
930,8
931,8
932,9
933,9
934,4
935,8
936,9
937,4
938,2
939,1
940,1
941,9
942,2
943,5
944,1
945,7
946,6
947,6
948,4
949,7
950,0
951,4
952,2
953,0
954,5
955,0
956,6
957,1
958,5
959,0
960,7
961,5
962,4
963,9
964,8
965,2
966,2
967,9
968,8
969,1
970,7
971,1
972,7
973,3
974,4
975,7
976,8
977,3
978,9
979,6
980,2
981,7
982,0
983,4
984,9
985,3
986,7
987,6
988,0
989,0
990,8
991,1
992,3
993,1
994,7
995,4
996,2
997,2
998,4
999,3
1000,6
1001,7
1002,2
1003,9
1004,8
1005,3
1006,6
1007,5
1008,8
1009,7
1010,4
1011,0
1012,3
1013,9
1014,5
1015,4
1016,0
1017,3
1018,2
1019,2
1020,6
1021,7
1022,1
1023,8
1024,8
1025,6
1026,1
1027,9
1028,3
1029,6
1030,3
1031,4
1032,5
1033,4
1034,9
1035,5
1036,0
1037,6
1038,9
1039,4
1040,8
1041,9
1042,0
1043,6
1044,7
1045,4
1046,6
1047,6
1048,6
1049,1
1050,0
1051,4
1052,2
1053,5
1054,0
1055,3
1056,0
1057,7
1058,0
1059,6
1060,7
1061,7
1062,0
1063,3
1064,9
1065,9
1066,8
1067,0
1068,0
1069,8
1070,4
1071,7
1072,2
1073,9
1074,5
1075,2
1076,4
1077,9
1078,5
1079,4
1080,9
1081,9
1082,9
1083,3
1084,9
1085,2
1086,6
1087,7
1088,5
1089,3
1090,7
1091,4
1092,0
1093,3
1094,6
1095,1
1096,8
1097,9
1098,6
1099,0
1100,4
1101,0
1102,9
1103,4
1104,9
1105,3
1106,6
1107,2
1108,8
1109,4
1110,6
1111,6
1112,5
1113,3
1114,5
1115,0
1116,2
1117,6
1118,5
1119,5
1120,2
1121,7
1122,5
1123,8
1124,7
1125,2
1126,6
1127,8
1128,7
1129,6
1130,3
1131,7
1132,7
1133,2
1134,3
1135,2
1136,1
1137,5
1138,0
1139,0
1140,3
1141,9
1142,8
1143,0
1144,2
1145,2
1146,1
1147,1
1148,4
1149,9
1150,2
1151,9
1152,2
1153,7
1154,4
1155,7
1156,9
1157,5
1158,6
1159,1
1160,4
1161,3
1162,3
1163,7
1164,1
1165,6
1166,4
1167,2
1168,0
1169,9
1170,5
1171,2
1172,8
1173,6
1174,5
1175,7
1176,0
1177,9
1178,8
1179,9
1180,7
1181,7
1182,1
1183,1
1184,4
1185,7
1186,7
1187,7
1188,2
1189,7
1190,0
1191,9
1192,2
1193,4
1194,6
1195,7
1196,0
1197,4
1198,3
1199,8
1200,5
1201,7
1202,8
1203,9
1204,9
1205,3
1206,2
1207,5
1208,4
1209,5
1210,6
1211,4
1212,3
1213,6
1214,3
1215,5
1216,8
1217,5
1218,8
1219,5
1220,5
1221,5
1222,3
1223,0
1224,2
1225,2
1226,9
1227,3
1228,2
1229,3
1230,5
1231,9
1232,4
1233,7
1234,6
1235,9
1236,6
1237,6
1238,1
1239,6
1240,6
1241,8
1242,4
1243,0
1244,5
1245,8
1246,2
1247,1
1248,4
1249,1
1250,5
1251,1
1252,7
1253,5
1254,8
1255,9
1256,6
1257,4
1258,5
1259,9
1260,3
1261,9
1262,3
1263,8
1264,3
1265,4
1266,2
1267,9
1268,8
1269,3
1270,5
1271,2
1272,0
1273,8
1274,0
1275,0
1276,5
1277,5
1278,6
1279,0
1280,0
1281,2
1282,5
1283,3
1284,1
1285,5
1286,3
1287,3
1288,7
1289,2
1290,1
1291,7
1292,4
1293,4
1294,6
1295,6
1296,5
1297,0
1298,8
1299,1
1300,8
1301,9
1302,0
1303,7
1304,9
1305,7
1306,9
1307,2
1308,5
1309,9
1310,4
1311,3
1312,1
1313,5
1314,9
1315,6
1316,5
1317,6
1318,5
1319,7
1320,6
1321,4
1322,8
1323,2
1324,6
1325,2
1326,4
1327,3
1328,2
1329,5
1330,2
1331,3
1332,5
1333,6
1334,2
1335,1
1336,8
1337,3
1338,9
1339,2
1340,3
1341,8
1342,7
1343,9
1344,8
1345,2
1346,9
1347,8
1348,0
1349,5
1350,2
1351,2
1352,7
1353,6
1354,0
1355,5
1356,4
1357,5
1358,7
1359,3
1360,7
1361,8
1362,7
1363,6
1364,7
1365,9
1366,0
1367,2
1368,1
1369,3
1370,0
1371,2
1372,6
1373,7
1374,2
1375,3
1376,7
1377,8
1378,6
1379,3
1380,1
1381,4
1382,7
1383,6
1384,3
1385,6
1386,3
1387,9
1388,6
1389,3
1390,8
1391,5
1392,4
1393,4
1394,1
1395,2
1396,5
1397,1
1398,6
1399,1
1400,7
1401,3
1402,0
1403,2
1404,4
1405,7
1406,0
1407,0
1408,7
1409,1
1410,7
1411,5
1412,4
1413,0
1414,7
1415,2
1416,0
1417,3
1418,9
1419,5
1420,6
1421,8
1422,9
1423,9
1424,5
1425,3
1426,9
1427,7
1428,5
1429,8
1430,4
1431,6
1432,3
1433,7
1434,2
1435,5
1436,2
1437,3
1438,3
1439,2
1440,4
1441,0
1442,6
1443,9
1444,2
1445,5
1446,8
1447,6
1448,1
1449,0
1450,9
1451,6
1452,2
1453,6
1454,9
1455,8
1456,6
1457,6
1458,7
1459,7
1460,9
1461,0
1462,0
1463,6
1464,6
1465,2
1466,0
1467,2
1468,0
1469,4
1470,5
1471,4
1472,7
1473,7
1474,3
1475,5
1476,0
1477,5
1478,7
1479,1
1480,6
1481,8
1482,7
1483,0
1484,3
1485,1
1486,7
1487,7
1488,7
1489,9
1490,8
1491,8
1492,7
1493,1
1494,2
1495,7
1496,9
1497,2
1498,1
1499,0
1500,1
1501,9
1502,1
1503,0
1504,5
1505,7
1506,0
1507,1
1508,5
1509,2
1510,2
1511,0
1512,1
1513,0
1514,3
1515,1
1516,3
1517,7
1518,3
1519,9
1520,9
1521,9
1522,0
1523,4
1524,0
1525,8
1526,1
1527,9
1528,6
1529,7
1530,4
1531,0
1532,9
1533,7
1534,2
1535,8
1536,8
1537,7
1538,3
1539,0
1540,0
1541,2
1542,0
1543,0
1544,8
1545,2
1546,1
1547,0
1548,3
1549,9
1550,1
1551,8
1552,4
1553,9
1554,1
1555,7
1556,1
1557,2
1558,6
1559,3
1560,7
1561,8
1562,1
1563,1
1564,2
1565,2
1566,2
1567,1
1568,3
1569,0
1570,7
1571,3
1572,7
1573,5
1574,6
1575,2
1576,3
1577,7
1578,4
1579,9
1580,0
1581,3
1582,8
1583,5
1584,7
1585,5
1586,6
1587,0
1588,9
1589,1
1590,1
1591,6
1592,5
1593,3
1594,2
1595,1
1596,9
1597,8
1598,5
1599,7
1600,6
1601,2
1602,8
1603,5
1604,2
1605,1
1606,9
1607,6
1608,5
1609,5
1610,0
1611,2
1612,8
1613,2
1614,6
1615,1
1616,8
1617,7
1618,7
1619,4
1620,9
1621,9
1622,0
1623,8
1624,4
1625,2
1626,6
1627,0
1628,6
1629,6
1630,2
1631,8
1632,2
1633,7
1634,3
1635,7
1636,6
1637,0
1638,5
1639,0
1640,7
1641,6
1642,9
1643,0
1644,6
1645,6
1646,9
1647,0
1648,7
1649,9
1650,7
1651,0
1652,2
1653,4
1654,7
1655,8
1656,2
1657,4
1658,5
1659,7
1660,6
1661,3
1662,6
1663,9
1664,2
1665,5
1666,8
1667,2
1668,7
1669,6
1670,5
1671,6
1672,6
1673,4
1674,6
1675,5
1676,0
1677,8
1678,9
1679,0
1680,8
1681,1
1682,8
1683,3
1684,6
1685,5
1686,4
1687,6
1688,6
1689,8
1690,0
1691,6
1692,6
1693,5
1694,3
1695,5
1696,7
1697,4
1698,0
1699,0
1700,9
1701,6
1702,0
1703,9
1704,6
1705,9
1706,1
1707,9
1708,0
1709,9
1710,8
1711,0
1712,3
1713,1
1714,0
1715,2
1716,4
1717,1
1718,2
1719,3
1720,4
1721,4
1722,6
1723,8
1724,3
1725,9
1726,8
1727,7
1728,6
1729,3
1730,3
1731,2
1732,4
1733,8
1734,4
1735,7
1736,2
1737,5
1738,5
1739,9
1740,9
1741,8
1742,5
1743,4
1744,3
1745,0
1746,5
1747,9
1748,9
1749,6
1750,9
1751,7
1752,2
1753,2
1754,1
1755,7
1756,9
1757,6
1758,7
1759,6
1760,3
1761,8
1762,8
1763,4
1764,4
1765,4
1766,8
1767,7
1768,1
1769,3
1770,2
1771,8
1772,8
1773,8
1774,5
1775,2
1776,8
1777,1
1778,3
1779,4
1780,1
1781,9
1782,1
1783,4
1784,8
1785,5
1786,1
1787,3
1788,4
1789,6
1790,6
1791,4
1792,0
1793,1
1794,9
1795,5
1796,2
1797,3
1798,7
1799,7
1800,4
1801,8
1802,9
1803,5
1804,8
1805,1
1806,2
1807,1
1808,6
1809,2
1810,6
1811,8
1812,8
1813,8
1814,1
1815,8
1816,4
1817,1
1818,8
1819,8
1820,0
1821,4
1822,4
1823,9
1824,8
1825,4
1826,0
1827,7
1828,2
1829,3
1830,3
1831,1
1832,1
1833,8
1834,1
1835,7
1836,0
1837,5
1838,2
1839,9
1840,8
1841,6
1842,4
1843,2
1844,9
1845,2
1846,5
1847,3
1848,9
1849,8
1850,2
1851,1
1852,2
1853,3
1854,0
1855,9
1856,5
1857,7
1858,3
1859,1
1860,9
1861,2
1862,6
1863,7
1864,9
1865,8
1866,2
1867,0
1868,7
1869,9
1870,4
1871,8
1872,9
1873,3
1874,9
1875,8
1876,1
1877,1
1878,2
1879,1
1880,4
1881,6
1882,5
1883,8
1884,5
1885,1
1886,2
1887,7
1888,1
1889,3
1890,8
1891,7
1892,7
1893,7
1894,2
1895,5
1896,8
1897,0
1898,5
1899,3
1900,8
1901,9
1902,0
1903,0
1904,7
1905,2
1906,5
1907,4
1908,1
1909,6
1910,8
1911,9
1912,9
1913,5
1914,1
1915,0
1916,7
1917,0
1918,1
1919,3
1920,9
1921,2
1922,1
1923,1
1924,1
1925,1
1926,0
1927,8
1928,8
1929,7
1930,1
1931,3
1932,5
1933,8
1934,1
1935,1
1936,4
1937,0
1938,8
1939,7
1940,3
1941,4
1942,8
1943,3
1944,6
1945,3
1946,5
1947,8
1948,1
1949,3
1950,2
1951,3
1952,4
1953,3
1954,0
1955,1
1956,5
1957,1
1958,0
1959,0
1960,3
1961,4
1962,5
1963,0
1964,7
1965,6
1966,2
1967,1
1968,1
1969,6
1970,1
1971,3
1972,0
1973,1
1974,4
1975,6
1976,1
1977,8
1978,5
1979,2
1980,2
1981,4
1982,6
1983,2
1984,6
1985,4
1986,1
1987,9
1988,6
1989,4
1990,0
1991,3
1992,3
1993,3
1994,1
1995,7
1996,7
1997,7
1998,1
1999,5
2000,6
2001,4
2002,6
2003,6
2004,2
2005,7
2006,9
2007,9
2008,2
2009,0
2010,9
2011,8
2012,3
2013,6
2014,8
2015,5
2016,2
2017,4
2018,5
2019,1
2020,4
2021,3
2022,7
2023,1
2024,0
2025,1
2026,7
2027,7
2028,3
2029,2
2030,3
2031,5
2032,4
2033,1
2034,3
2035,5
2036,7
2037,1
2038,7
2039,7
2040,7
2041,3
2042,1
2043,1
2044,6
2045,9
2046,7
2047,6
2048,4
2049,0
2050,1
2051,9
2052,0
2053,0
2054,6
2055,4
2056,6
2057,3
2058,7
2059,8
2060,4
2061,8
2062,5
2063,8
2064,1
2065,8
2066,2
2067,5
2068,2
2069,4
2070,5
2071,8
2072,5
2073,7
2074,8
2075,6
2076,5
2077,4
2078,6
2079,8
2080,7
2081,4
2082,5
2083,5
2084,1
2085,3
2086,5
2087,7
2088,9
2089,3
2090,8
2091,8
2092,9
2093,0
2094,9
2095,0
2096,6
2097,9
2098,2
2099,8
2100,0
2101,0
2102,9
2103,4
2104,2
2105,4
2106,7
2107,7
2108,6
2109,6
2110,8
2111,4
2112,1
2113,7
2114,0
2115,0
2116,0
2117,3
2118,7
2119,6
2120,7
2121,5
2122,3
2123,7
2124,5
2125,7
2126,7
2127,4
2128,8
2129,8
2130,1
2131,1
2132,8
2133,7
2134,2
2135,7
2136,8
2137,2
2138,7
2139,8
2140,3
2141,6
2142,6
2143,0
2144,4
2145,8
2146,3
2147,4
2148,2
2149,7
2150,7
2151,4
2152,5
2153,0
2154,7
2155,5
2156,4
2157,1
2158,1
2159,5
2160,9
2161,5
2162,4
2163,9
2164,8
2165,7
2166,2
2167,3
2168,8
2169,8
2170,3
2171,5
2172,0
2173,8
2174,9
2175,5
2176,4
2177,7
2178,8
2179,2
2180,5
2181,8
2182,1
2183,5
2184,8
2185,0
2186,7
2187,3
2188,4
2189,7
2190,6
2191,6
2192,5
2193,1
2194,2
2195,0
2196,8
2197,3
2198,3
2199,1
2200,9
2201,9
2202,7
2203,0
2204,2
2205,8
2206,7
2207,5
2208,2
2209,4
2210,3
2211,8
2212,0
2213,2
2214,6
2215,3
2216,6
2217,6
2218,1
2219,3
2220,3
2221,3
2222,6
2223,7
2224,4
2225,4
2226,3
2227,7
2228,3
2229,7
2230,8
2231,0
2232,9
2233,5
2234,2
2235,4
2236,6
2237,5
2238,3
2239,2
2240,0
2241,0
2242,9
2243,8
2244,7
2245,7
2246,0
2247,7
2248,1
2249,9
2250,5
2251,8
2252,4
2253,3
2254,2
2255,9
2256,9
2257,5
2258,8
2259,5
2260,7
2261,7
2262,1
2263,3
2264,7
2265,3
2266,0
2267,1
2268,3
2269,6
2270,2
2271,1
2272,9
2273,4
2274,2
2275,1
2276,3
2277,1
2278,4
2279,7
2280,0
2281,5
2282,2
2283,3
2284,7
2285,3
2286,8
2287,4
2288,4
2289,1
2290,1
2291,7
2292,9
2293,2
2294,3
2295,2
2296,6
2297,3
2298,2
2299,9
2300,1
2301,2
2302,8
2303,3
2304,4
2305,9
2306,3
2307,5
2308,9
2309,7
2310,8
2311,6
2312,6
2313,6
2314,5
2315,3
2316,3
2317,8
2318,6
2319,1
2320,8
2321,3
2322,5
2323,1
2324,0
2325,0
2326,6
2327,1
2328,0
2329,8
2330,4
2331,5
2332,8
2333,1
2334,5
2335,2
2336,7
2337,3
2338,3
2339,8
2340,5
2341,0
2342,6
2343,2
2344,6
2345,1
2346,7
2347,2
2348,0
2349,6
2350,0
2351,5
2352,2
2353,8
2354,5
2355,7
2356,0
2357,5
2358,9
2359,4
2360,3
2361,5
2362,3
2363,7
2364,2
2365,3
2366,4
2367,0
2368,5
2369,1
2370,2
2371,1
2372,5
2373,3
2374,1
2375,3
2376,1
2377,0
2378,7
2379,6
2380,1
2381,4
2382,2
2383,3
2384,5
2385,0
2386,7
2387,3
2388,5
2389,5
2390,2
2391,0
2392,0
2393,6
2394,8
2395,0
2396,3
2397,6
2398,7
2399,4
2400,3
2401,0
2402,5
2403,6
2404,7
2405,7
2406,6
2407,5
2408,1
2409,4
2410,6
2411,2
2412,7
2413,8
2414,0
2415,5
2416,1
2417,1
2418,0
2419,1
2420,0
2421,7
2422,7
2423,3
2424,0
2425,0
2426,5
2427,4
2428,4
2429,4
2430,0
2431,6
2432,2
2433,7
2434,2
2435,8
2436,6
2437,1
2438,5
2439,3
2440,8
2441,6
2442,1
2443,3
2444,7
2445,4
2446,8
2447,5
2448,8
2449,4
2450,9
2451,1
2452,4
2453,8
2454,5
2455,5
2456,5
2457,9
2458,0
2459,3
2460,3
2461,8
2462,6
2463,3
2464,2
2465,6
2466,5
2467,9
2468,4
2469,8
2470,4
2471,5
2472,7
2473,5
2474,6
2475,7
2476,2
2477,5
2478,7
2479,1
2480,1
2481,8
2482,0
2483,9
2484,9
2485,6
2486,0
2487,7
2488,9
2489,6
2490,8
2491,7
2492,3
2493,6
2494,0
2495,7
2496,6
2497,4
2498,4
2499,7
2500,1
2501,9
2502,6
2503,8
2504,1
2505,1
2506,6
2507,9
2508,5
2509,1
2510,6
2511,7
2512,7
2513,8
2514,1
2515,7
2516,9
2517,2
2518,9
2519,5
2520,9
2521,7
2522,1
2523,8
2524,5
2525,1
2526,8
2527,7
2528,2
2529,1
2530,4
2531,6
2532,0
2533,9
2534,6
2535,3
2536,8
2537,1
2538,7
2539,2
2540,8
2541,1
2542,3
2543,8
2544,9
2545,7
2546,2
2547,6
2548,6
2549,9
2550,5
2551,9
2552,4
2553,1
2554,8
2555,3
2556,5
2557,4
2558,5
2559,7
2560,2
2561,7
2562,2
2563,6
2564,5
2565,2
2566,4
2567,7
2568,8
2569,4
2570,5
2571,3
2572,4
2573,5
2574,5
2575,4
2576,5
2577,1
2578,4
2579,7
2580,2
2581,8
2582,6
2583,9
2584,7
2585,5
2586,7
2587,7
2588,3
2589,9
2590,9
2591,8
2592,3
2593,9
2594,4
2595,4
2596,2
2597,9
2598,2
2599,8
2600,3
2601,0
2602,4
2603,1
2604,3
2605,7
2606,5
2607,3
2608,8
2609,5
2610,7
2611,1
2612,1
2613,0
2614,0
2615,5
2616,8
2617,0
2618,0
2619,8
2620,8
2621,8
2622,6
2623,3
2624,7
2625,2
2626,7
2627,0
2628,4
2629,9
2630,1
2631,7
2632,3
2633,3
2634,4
2635,2
2636,9
2637,9
2638,0
2639,5
2640,6
2641,3
2642,8
2643,1
2644,9
2645,8
2646,7
2647,7
2648,4
2649,9
2650,9
2651,6
2652,3
2653,4
2654,4
2655,6
2656,4
2657,4
2658,3
2659,3
2660,6
2661,9
2662,6
2663,1
2664,7
2665,4
2666,6
2667,4
2668,8
2669,1
2670,8
2671,1
2672,7
2673,6
2674,6
2675,7
2676,9
2677,3
2678,4
2679,4
2680,0
2681,1
2682,5
2683,7
2684,5
2685,0
2686,3
2687,9
2688,4
2689,3
2690,4
2691,5
2692,9
2693,8
2694,5
2695,6
2696,3
2697,8
2698,9
2699,7
2700,3
2701,1
2702,8
2703,6
2704,1
2705,7
2706,8
2707,2
2708,5
2709,0
2710,8
2711,9
2712,9
2713,2
2714,6
2715,5
2716,5
2717,0
2718,7
2719,2
2720,2
2721,5
2722,9
2723,9
2724,9
2725,3
2726,0
2727,0
2728,3
2729,3
2730,8
2731,0
2732,6
2733,9
2734,9
2735,7
2736,6
2737,8
2738,6
2739,9
2740,3
2741,4
2742,8
2743,2
2744,5
2745,4
2746,8
2747,9
2748,2
2749,0
2750,2
2751,1
2752,1
2753,3
2754,1
2755,9
2756,8
2757,6
2758,5
2759,5
2760,5
2761,2
2762,7
2763,9
2764,6
2765,1
2766,0
2767,8
2768,5
2769,8
2770,5
2771,9
2772,3
2773,1
2774,5
2775,2
2776,2
2777,6
2778,9
2779,9
2780,9
2781,8
2782,0
2783,8
2784,3
2785,3
2786,9
2787,2
2788,2
2789,0
2790,0
2791,5
2792,6
2793,7
2794,1
2795,3
2796,0
2797,2
2798,6
2799,6
2800,9
2801,1
2802,8
2803,1
2804,2
2805,1
2806,2
2807,6
2808,5
2809,5
2810,2
2811,8
2812,2
2813,2
2814,7
2815,5
2816,4
2817,9
2818,0
2819,2
2820,4
2821,6
2822,6
2823,0
2824,3
2825,1
2826,7
2827,1
2828,7
2829,4
2830,5
2831,1
2832,5
2833,4
2834,0
2835,9
2836,1
2837,3
2838,8
2839,4
2840,8
2841,0
2842,4
2843,1
2844,3
2845,8
2846,7
2847,0
2848,5
2849,5
2850,1
2851,5
2852,9
2853,5
2854,2
2855,4
2856,0
2857,4
2858,9
2859,5
2860,8
2861,7
2862,5
2863,5
2864,5
2865,2
2866,4
2867,9
2868,6
2869,4
2870,3
2871,0
2872,1
2873,8
2874,3
2875,5
2876,0
2877,6
2878,3
2879,5
2880,5
2881,7
2882,3
2883,8
2884,7
2885,0
2886,8
2887,9
2888,1
2889,6
2890,1
2891,8
2892,2
2893,9
2894,2
2895,2
2896,1
2897,0
2898,6
2899,6
2900,5
2901,7
2902,3
2903,2
2904,8
2905,4
2906,7
2907,6
2908,3
2909,8
2910,8
2911,6
2912,9
2913,3
2914,4
2915,4
2916,6
2917,9
2918,2
2919,5
2920,4
2921,4
2922,5
2923,4
2924,2
2925,9
2926,2
2927,1
2928,2
2929,8
2930,1
2931,8
2932,8
2933,3
2934,0
2935,5
2936,9
2937,0
2938,3
2939,8
2940,6
2941,6
2942,1
2943,1
2944,1
2945,1
2946,1
2947,7
2948,5
2949,0
2950,8
2951,7
2952,6
2953,7
2954,2
2955,4
2956,0
2957,3
2958,9
2959,3
2960,0
2961,9
2962,8
2963,2
2964,5
2965,0
2966,7
2967,2
2968,0
2969,8
2970,0
2971,1
2972,5
2973,3
2974,2
2975,5
2976,1
2977,7
2978,8
2979,9
2980,9
2981,4
2982,9
2983,4
2984,8
2985,1
2986,9
2987,4
2988,1
2989,0
2990,6
2991,8
2992,0
2993,3
2994,2
2995,3
2996,0
2997,2
